year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.082,1074,88,Europe and Central Asia,C038,11.4,16.7,6.327533842,88515000,28.04498829,123.8005749,60.043,9.1,791.6,0.0625,0.0655,1.99,111.9,56,53.63758214,19.4,89.57142857,6.54,-2.404445515,3.015534901,18.2986826,2.312535424,4.826717062
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.195,1429,279,Europe and Central Asia,C038,11.2,16.3,6.571600328,82613278.94,24.63383609,123.1385182,60.07705879,9.2,834.4,0.0775,0.079,1.251,109.3,56,53.63758214,19.4,93.52467964,6.445116454,-1.413969083,3.015534901,18.229681,2.32238772,4.821398024
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.168,1332,224,Europe and Central Asia,C038,11.8,17.1,6.956865881,67813836.81,16.1108254,121.834235,60.14017637,9.6,81.3,0.0983,0.0317,2.318,17.8,55,53.63758214,19.4,93.44543544,6.175349361,-1.595134927,3.015534901,18.03227683,2.360854001,4.810835764
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,57,0,Europe and Central Asia,C039,23.2,28.1,9.259821218,6788000,37.2443327,115.2614409,58.749,87.8,34.2,0,0,0.989,8.3,65,53.63758214,18.4,96.42857143,3.44,-6.908754779,2.965273066,15.73066705,4.48638665,4.755841456
2008,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,138,1,Europe and Central Asia,C039,23.1,27.9,9.587471949,6962000,37.45085399,115.4277577,59.359,96.5,101.2,0,0,1.162,20.8,61,53.63758214,17.6,96.85714286,3.39,-4.822295665,2.923161581,15.75597749,4.579852378,4.757270975
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.008,485,4,Europe and Central Asia,C039,23.4,28.2,10.13562585,6439000,36.14388016,115.3864723,59.964,98.1,32.9,0,0,1.114,11.3,58,53.63758214,17,96,3.37,-4.703506087,2.890371758,15.67788396,4.596129441,4.756916311
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.014,443,6,Europe and Central Asia,C039,23.8,28.8,10.03266089,6756000,33.43551741,115.4394585,60.567,93.8,61.6,0,0,2.001,13.2,60,53.63758214,17.5,96.57142857,3.37,-4.186619838,2.917770732,15.7259417,4.551769409,4.757371468
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,580,2,Europe and Central Asia,C039,23.4,28,9.716763338,7264000,35.44179266,115.2697893,61.167,93.3,44.9,0,0,1.444,13.3,61,53.63758214,17.7,96.85714286,3.37,-5.519458915,2.928523524,15.79844134,4.54648119,4.755913261
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,749,5,Europe and Central Asia,C039,23.6,28.2,9.628700044,7503000,38.66403648,114.8034065,61.763,99.3,38.2,0,0,1.376,12.8,63,53.63758214,17.8,97.71428571,3.41,-4.822295665,2.93385687,15.83081363,4.608165695,4.751893982
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.018,904,16,Europe and Central Asia,C039,23.4,28,9.377968276,9177000,37.65426752,114.1561287,62.352,91.6,82.9,0.00113,0,1.212,16.8,62,53.63758214,18.8,97.85714286,3.39,-3.946170141,2.985681938,16.03221102,4.528289142,4.746288848
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.018,1701,31,Europe and Central Asia,C039,23.1,28.2,9.319370678,10497000,38.19905696,113.5417704,62.936,85.4,50.9,0,0,1.541,13,63,53.63758214,20.6,97.85714286,3.32,-3.946170141,3.072693315,16.16660016,4.458987676,4.740939563
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.034,2085,71,Europe and Central Asia,C039,23.5,28.5,9.301419979,11723000,38.26995233,113.0725196,63.514,101.2,23.7,0,0,1.971,10.9,63,53.63758214,18.6,88.14285714,3.37,-3.318850434,2.975529566,16.27706337,4.626931678,4.736834383
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.052,2340,122,Europe and Central Asia,C039,23.6,28.7,9.379971112,13359000,38.33537235,112.7163842,64.086,94.8,148.3,4.36E-05,0,1.515,23.3,62,53.63758214,19.7,96.41516637,3.39,-2.885116885,3.0301337,16.40770095,4.562262685,4.733707491
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.086,2720,234,Europe and Central Asia,C039,23.5,28.5,9.297467493,15432000,38.76765823,112.4418158,64.652,97.3,55.9,0.000435,0,1.893,12.3,63,53.63758214,18.3,96.41516637,3.39,-2.353015947,2.960105096,16.5519539,4.588024027,4.731290069
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.117,2563,300,Europe and Central Asia,C039,23.9,28.9,9.40605818,16186000,38.77129025,112.261936,65.211,100.9,168.2,0,0,2.004,27.7,64,53.63758214,19.5,97.12945208,3.45,-2.013772438,3.020424886,16.59965729,4.62399194,4.729703154
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.109,2690,293,Europe and Central Asia,C039,23.6,28.6,9.23494403,17283000,39.14946543,112.2885828,65.764,94.7,55.8,0.000478,0,1.84,18.3,62,53.63758214,18.95167421,97.12945208,3.45,-2.092985767,2.99331306,16.66523398,4.561218298,4.729938393
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.116,2780,322,Europe and Central Asia,C039,23.5,28.5,10.31549965,4208000,35.4768493,112.406676,66.31,93,21.3,0,0,1.734,6.9,61,53.63758214,19.20222519,97.12945208,3.45,-2.02341371,3.005792756,15.25249827,4.543294782,4.730980261
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.116,2520,292,Europe and Central Asia,C039,24.3,29.4,14.30789747,38528772.13,23.00471571,112.4869372,66.84785299,102.1,62.2,0,0,2.165,10.2,62,53.63758214,19.08773888,100.2013932,3.523234415,-2.02341371,3.000109623,17.46691587,4.635699391,4.73168774
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.103,2935,302,Europe and Central Asia,C039,24,29.1,22.74351211,125442316.4,2.692269796,112.4142861,67.37655896,106,703,0,0,1.855,136,62,53.63758214,19.14005204,100.7914204,3.729703244,-2.155779169,3.002710471,18.64735659,4.672828834,4.731047363
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,32,0,Europe and Central Asia,C040,-9.4,-4.6,5.056693899,6037000,20.53304021,92.15479607,53.305,16.2,490.5,0.0392,0.12,0.253,157,31,53.63758214,8.4,95.69330802,6.74,-6.908754779,2.240709689,15.61341792,2.844909384,4.534262583
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.137,102,14,Europe and Central Asia,C040,-8.7,-3.8,4.500486848,7937000,23.13475529,87.20126511,53.974,14.8,504.6,0.0435,0.126,2.089,153.2,44,53.63758214,12.8,93.42857143,6.6,-1.834319084,2.624668592,15.88704605,2.76000994,4.479621307
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.205,215,44,Europe and Central Asia,C040,-8.3,-3.5,5.214829724,8019000,20.83375155,86.87429031,53.937,14.1,473.7,0.0372,0.125,1.364,149.9,43,53.63758214,13.2,92.14285714,6.67,-1.351723017,2.653241965,15.89732441,2.714694744,4.475907274
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.315,257,81,Europe and Central Asia,C040,-8.4,-3.6,5.018217527,8442000,21.07486136,86.53068063,53.9,14.6,486.9,0.0414,0.136,1.445,155.4,43,53.63758214,12.7,91.85714286,6.71,-0.775135414,2.617395833,15.94872992,2.747270914,4.471989368
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.247,271,67,Europe and Central Asia,C040,-7.6,-2.9,4.929251472,9331000,22.05705335,86.12489569,53.887,13,481.4,0.0409,0.127,2.015,147.4,46,53.63758214,12.5,88.71428571,6.79,-1.111963622,2.602689685,16.04885286,2.63905733,4.467342672
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.314,334,105,Europe and Central Asia,C040,-8,-3.2,5.065243745,10223000,21.81744729,85.63224531,53.9,13.5,501.7,0.0431,0.115,2.092,153.4,48,53.63758214,13.2,86.14285714,6.84,-0.779761653,2.653241965,16.14015074,2.674148649,4.461672094
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.225,334,75,Europe and Central Asia,C040,-7.6,-2.9,5.174200235,10926000,21.41360789,85.13871262,53.936,13.7,478,0.0402,0.124,1.411,148.9,48,53.63758214,13.2,85.14285714,6.89,-1.233617521,2.653241965,16.20665592,2.687847494,4.455958934
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.295,441,130,Europe and Central Asia,C040,-8.3,-3.4,5.501168545,11720000,20.30929252,84.63999478,53.998,12.7,489.4,0.0467,0.123,2.103,153.3,47,53.63758214,12.8,88.28571429,6.89,-0.869255783,2.624668592,16.27680743,2.617395833,4.450152403
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.323,470,152,Europe and Central Asia,C040,-7.7,-2.9,5.519852961,12815000,19.86166181,84.19527121,54.084,12.6,486,0.0382,0.128,2.405,151.7,44,53.63758214,13.21111111,88,6.89,-0.738403772,2.654024131,16.366127,2.610069793,4.44494593
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.483,474,229,Europe and Central Asia,C040,-6.5,-1.7,6.036625356,5023000,19.76928986,83.73283206,54.194,12.5,486.9,0.0398,0.131,3.06,151.6,44,53.63758214,13.62222222,86.71428571,6.89,-0.067890336,2.682542441,15.42953812,2.602689685,4.439503154
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.545,538,293,Europe and Central Asia,C040,-8.6,-3.7,7.946981215,21373576.77,19.59843949,83.17211728,54.32821312,13,499.6,0.0364,0.122,1.339,153.6,45,53.63758214,14.03333333,86.2898479,6.88520023,0.180126166,2.710269958,16.87766603,2.63905733,4.432863718
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.478,627,300,Europe and Central Asia,C040,-7.6,-2.9,12.05729241,75562730.3,19.04768479,82.44141703,54.48663937,11.8,106.3,0.0371,0.128,2.143,13,46,53.63758214,14.44444444,85.71360976,6.87560069,-0.087880867,2.737249356,18.14047375,2.549445171,4.424144793
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.16,96,15,Europe and Central Asia,C041,19.1,26.1,5.24694398,32421000,38.21345403,8.78187755,73.95,61.4,90.9,0.000717,3.33E-06,1.552,12.8,27,53.63758214,25.5,95.55045088,8.81,-1.653187295,3.277144733,17.29431695,4.133565275,2.280531444
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.22,95,21,Europe and Central Asia,C041,19.4,26.3,5.359654453,33729000,41.28147575,8.798804045,74.05,74.8,93.7,0.000955,2.21E-05,1.799,13.1,29,53.63758214,25.5,95.55045088,8.35,-1.262412448,3.277144733,17.33386859,4.328098293,2.282260342
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.25,1123,281,Europe and Central Asia,C041,19.4,26.4,5.34676599,24571000,43.04995174,8.813796348,74.164,68.7,98.2,0.0016,6.43E-05,1.876,13.7,29,53.63758214,25,95.55045088,8.16,-1.095952713,3.258096538,17.01707748,4.244200318,2.283789186
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.56,170,95,Europe and Central Asia,C041,19.6,26.6,5.398527393,24551000,40.5434161,8.822067892,74.433,70.6,113.4,0.00113,3.78E-05,2.266,15.6,28,53.63758214,17.2,95.26473659,7.12,0.24067603,2.901421594,17.01626319,4.271095074,2.28463168
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.54,415,224,Europe and Central Asia,C041,19.3,26.3,5.669081527,24419000,38.84808399,8.817695994,74.587,69.4,101.4,0.00112,3.75E-05,2.241,13.8,28,53.63758214,12.4,95.40759374,7.12,0.160021236,2.595254707,17.01087212,4.254193263,2.284186471
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.64,513,328,Europe and Central Asia,C041,19.2,26.2,7.591179014,6359000,29.45269874,8.797354989,74.754,66.6,84.2,0.000799,5.69E-05,2.256,12.2,30,53.63758214,7.6,95.12187945,7.12,0.574151499,2.151762203,15.66538185,4.213607983,2.28211245
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.38,306,116,Europe and Central Asia,C042,24.5,27.7,9.289783801,922000,39.46339803,81.91324034,55.469,25.3,2327.4,0.128,0.512,1.204,177.9,42,98.12992037,13.9,92.28571429,5.5,-0.488531707,2.701361213,13.73430159,3.269568939,4.417794764
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.37,325,120,Europe and Central Asia,C042,24.2,27.7,9.225028792,1029000,41.18288241,81.5295678,55.583,20,2178,0.116,0.335,1.249,174.3,41,98.1301201,12.9,92.42857143,5.52,-0.5311038,2.63188884,13.84409899,3.044522438,4.413156627
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.44,365,161,Europe and Central Asia,C042,24.4,27.9,8.7896683,1132000,41.90865492,81.12717814,55.696,26.4,2660.2,0.0983,0.305,1.867,197.5,40,98.1301201,12.2,92.71428571,5.58,-0.24067603,2.58021683,13.93949742,3.310543013,4.408268999
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.4,443,177,Europe and Central Asia,C042,24.8,28.1,8.437379178,1281000,41.98694932,80.70343014,55.81,15.3,2753.5,0.125,0.367,1.533,202.5,42,98.1301201,12.8,91.14285714,5.59,-0.404633507,2.624668592,14.06315236,2.791165108,4.403095986
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.39,416,162,Europe and Central Asia,C042,24.3,27.7,8.197713412,1497000,42.32911812,80.27507432,55.942,14.5,2696.4,0.125,0.516,1.78,196.8,41,98.1301201,13.8,93.14285714,5.61,-0.446389399,2.694627181,14.21897433,2.740840024,4.397839381
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.41,511,210,Europe and Central Asia,C042,23.9,27.7,8.50866824,1711000,39.9474384,79.8376858,56.092,15.9,2039.7,0.123,0.463,1.887,169.7,39,98.1301201,14.4,94.14285714,5.61,-0.363222803,2.734367509,14.35258914,2.827313622,4.392443265
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.46,512,236,Europe and Central Asia,C042,24.3,28.1,8.383069502,1847000,40.03090833,79.41041619,56.26,19,2620.1,0.0965,0.298,1.69,197,39,98.1301201,14.4,94.42857143,5.61,-0.160021236,2.734367509,14.4290738,2.995732274,4.387143722
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,434,3,Europe and Central Asia,C043,5.4,10.3,7.306631636,12583000,27.89274994,112.2605224,54.42,21.8,1172.7,0.0919,0.219,0.74,155.5,40,53.63758214,14.1,98.57142857,6.05,-4.822295665,2.714694744,16.34785733,3.126760536,4.729690673
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.063,331,21,Europe and Central Asia,C043,5.6,10.2,7.540355281,12583000,28.87528929,112.4517343,54.28,18.2,1327.2,0.179,0.211,0.826,166.2,46,53.63758214,13.6,97.71428571,5.91,-2.684866866,2.681021529,16.34785733,2.954910279,4.731377498
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,342,2,Europe and Central Asia,C043,5.4,9.9,7.498723605,12583000,26.68671373,112.5726377,54.14,17.1,1527.7,0.185,0.427,1.15,181.2,47,53.63758214,13.6,96.98659494,5.8,-4.956832588,2.681021529,16.34785733,2.895911938,4.732442612
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.026,456,12,Europe and Central Asia,C043,6.1,10.7,6.887547896,11556000,20.66737013,112.7006864,54,15.3,1226,0.27,0.607,1.331,141.9,50,53.63758214,14.3,96.12945208,5.79,-3.586600605,2.727852828,16.26271543,2.791165108,4.733569438
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,436,4,Europe and Central Asia,C043,5.8,10.6,6.765210376,14936000,21.25972478,112.8031488,53.889,17.8,1475.9,0.122,0.262,1.537,172.6,51,53.63758214,15.1,95.27230923,5.75,-4.597138014,2.778819272,16.51928503,2.93385687,4.734470191
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.025,435,11,Europe and Central Asia,C043,5.6,10.2,7.097537856,17376000,20.03470415,112.9533694,53.806,16.4,1321.8,0.211,0.414,2.038,154.4,51,53.63758214,14.5,95.12945208,5.78,-3.625366048,2.740840024,16.67060056,2.856470206,4.735789324
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.044,450,20,Europe and Central Asia,C043,5.4,10.2,6.761783245,15406000,20.9557599,113.1287854,53.751,16.7,1229.2,0.193,0.28,1.587,159.5,50,53.63758214,14.4,95.27230923,5.82,-3.057140902,2.734367509,16.55026767,2.87356464,4.737327507
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.035,488,17,Europe and Central Asia,C043,6.2,11,6.670869572,15299000,20.78584313,113.2855865,53.726,16.8,1358.1,0.166,0.417,1.37,168.8,50,53.63758214,14.6,95.27230923,5.7,-3.289644896,2.747270914,16.54329809,2.879198457,4.73870046
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.046,351,16,Europe and Central Asia,C043,6.2,11.1,6.643492839,15299000,21.18315874,113.4389975,53.729,13.6,1406.5,0.202,0.309,1.878,162.1,50,53.63758214,14.6,95.98659494,5.7,-3.011563739,2.747270914,16.54329809,2.681021529,4.740041908
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.082,392,32,Europe and Central Asia,C043,5.8,10.6,6.889412255,15299000,19.72865018,113.5363353,53.76,13.7,1117.1,0.15,0.232,1.585,142.9,49,53.63758214,14.6,95.98659494,5.7,-2.404445515,2.747270914,16.54329809,2.687847494,4.740892112
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.117,515,60,Europe and Central Asia,C043,5.2,10,7.666187776,15441084.34,13.64911039,113.5202377,53.81917378,13.2,993.9,0.151,0.316,1.3,153,52,53.63758214,14.6,96.32915295,5.550345076,-2.013772438,2.747270914,16.55254239,2.653241965,4.740751556
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.15,379,57,Europe and Central Asia,C043,6.1,11,9.183578611,15618253.02,0.525482825,113.3380216,53.90652133,14.1,460.1,0.12,0.149,1.311,65.9,53,53.63758214,14.6,96.27296011,5.131035227,-1.729132292,2.747270914,16.56395092,2.714694744,4.739159163
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,44,0,Europe and Central Asia,C044,11.2,18.7,8.007510827,1555000,27.77835609,99.32840119,51.533,26.8,587.3,0.0193,0.00655,0.395,77.6,61,53.63758214,10.9,93.42174641,4.83,-6.908754779,2.4765384,14.25698675,3.325036021,4.608448817
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,117,0,Europe and Central Asia,C044,11,18.2,7.837437686,1617000,28.25751642,99.64587885,51.758,26.3,446.9,0.03,0.00843,0.629,64.1,64,53.63758214,11.8,94.56460355,4.77,-6.908754779,2.549445171,14.29608376,3.306886702,4.611608206
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,145,0,Europe and Central Asia,C044,11,18.5,7.539382065,1751000,29.76115244,100.2046673,51.983,26.3,458.4,0.0139,0.00326,2.148,70.8,66,53.63758214,12.5,94.42174641,4.66,-6.908754779,2.602689685,14.37569818,3.306886702,4.617144875
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,157,0,Europe and Central Asia,C044,11.3,18.6,7.897829905,1958000,27.83929606,100.3323704,52.209,27.4,485.6,0.0152,0.00367,1.523,74.2,67,53.63758214,13,94.42174641,4.74,-6.908754779,2.63905733,14.48743461,3.346389145,4.61840591
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,189,1,Europe and Central Asia,C044,11.3,18.5,8.571421963,1824000,27.98457924,101.2453712,52.433,26.7,487.3,0.0196,0.00583,1.496,71.3,66,53.63758214,13.3,93.85031784,4.6,-5.111987788,2.660259537,14.416543,3.321432413,4.627375524
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,195,1,Europe and Central Asia,C044,11.4,18.8,8.572185198,2049000,27.63506591,101.6858266,52.658,31.3,562.8,0.0221,0.00425,0.685,75.8,64,53.63758214,12.9,93.56460355,4.57,-5.111987788,2.63188884,14.53286292,3.47506723,4.6316741
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,232,0,Europe and Central Asia,C044,10.7,18.1,8.547454446,2236000,27.7342711,101.8982925,52.883,27,486.6,0.0227,0.00507,0.84,70.5,59,53.63758214,13.2,93.70746069,4.62,-6.908754779,2.653241965,14.62019956,3.33220451,4.633741049
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,254,1,Europe and Central Asia,C044,10.8,18.3,8.722156838,2377000,29.1487669,102.1140492,53.108,27,444.5,0.0191,0.00372,1.569,64.6,61,53.63758214,13.5,93.56460355,4.54,-5.295312858,2.674148649,14.68135017,3.33220451,4.635835649
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,245,1,Europe and Central Asia,C044,10.8,18.4,8.745080597,2502000,29.69633257,102.2816783,53.332,26.9,469.8,0.0198,0.00529,0.949,66.6,57,53.63758214,14.4,92.85031784,4.55,-5.295312858,2.734367509,14.73260137,3.328626689,4.637459996
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,233,2,Europe and Central Asia,C044,11.2,18.6,8.505668813,2675000,29.47567285,102.3823237,53.557,24.9,392.4,0.0219,0.00473,2.379,62.3,58,53.63758214,16.4,92.70746069,4.54,-4.597138014,2.856470206,14.79946031,3.254242969,4.638433997
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.013,237,3,Europe and Central Asia,C044,11.5,19.1,8.500937538,3022000,28.64554766,102.4461092,53.781,27.5,442.4,0.0101,0.00256,2.122,67,60,53.63758214,17.3,92.99317498,4.51,-4.256625368,2.90690106,14.92142975,3.349904087,4.639050793
2016,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,267,0,Europe and Central Asia,C044,11.6,19.2,8.466537608,3397000,27.71225394,102.5241783,54.02,25.2,445.1,0.0127,0.00164,1.959,66.1,61,53.63758214,17.1,91.85031784,4.49,-6.908754779,2.895911938,15.03840354,3.265759411,4.639805192
2017,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,312,0,Europe and Central Asia,C044,11.1,18.7,8.186755507,3991000,28.20182239,102.6108719,54.273,27.9,402,0.0162,0.0026,1.276,62.5,61,53.63758214,17.3,92.13603212,4.5,-6.908754779,2.90690106,15.19955263,3.363841595,4.640642265
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,289,2,Europe and Central Asia,C044,11.3,18.8,8.305010482,4425000,27.59111648,102.9922926,54.541,27.3,397.9,0.0127,0.00244,2.549,57.9,60,53.63758214,17.9,91.70746069,4.43,-4.822295665,2.939161922,15.30278106,3.342861805,4.644316787
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,303,1,Europe and Central Asia,C044,11.8,19.5,8.265613984,4702000,27.62962728,103.7119346,54.822,27.8,476.2,0.0159,0.00247,2.42,68.4,60,53.63758214,18.35,92.70746069,4.43,-5.519458915,2.962692419,15.36349872,3.360375387,4.6512131
2020,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,291,0,Europe and Central Asia,C044,11.3,18.7,9.217121939,1216000,27.20190718,104.4088814,55.118,27.3,538.2,0.0194,0.00287,2.027,68.6,60,53.63758214,18.8,92.27888926,4.43,-6.908754779,2.985681938,14.01107816,3.342861805,4.657846896
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,351,3,Europe and Central Asia,C044,10.8,18.3,12.42596234,9851920.061,24.9480436,104.7042496,55.4313043,26.6,523.8,0.0273,0.00534,1.287,76,57,53.63758214,19.25,92.31383375,4.343070995,-4.597138014,3.008154794,16.10317703,3.317815773,4.660645096
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.019,372,7,Europe and Central Asia,C044,11.2,18.6,19.04069111,32107760.18,19.75258892,104.2371228,55.76391291,27,1803.8,0.0304,0.0101,2.018,122.1,56,53.63758214,19.7,92.22899424,4.099212986,-3.893859035,3.0301337,17.28460834,3.33220451,4.656216116
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,525,0,Europe and Central Asia,C048,-0.5,3.8,8.025626504,5224000,17.48414265,22.45813998,84.588,7.5,683.3,0.0137,0.283,0.881,185.5,93,53.63758214,15.4,84.86372289,2.86,-6.908754779,2.797281335,15.46877414,2.140066163,3.155217555
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,639,0,Europe and Central Asia,C048,-0.1,4,8.241056056,4555000,17.49855402,22.63377962,84.746,7.9,646.5,0.0126,0.273,0.881,171.6,93,53.63758214,14.5,84.72086575,2.81,-6.908754779,2.740840024,15.33173631,2.186051277,3.162677028
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,708,2,Europe and Central Asia,C048,-2.9,1.4,8.353416514,5183000,17.51174704,23.02286274,85.056,7.5,666.3,0.0146,0.289,0.881,172.4,92,53.63758214,12.9,84.86372289,2.73,-5.519458915,2.63188884,15.46089479,2.140066163,3.179005991
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,941,0,Europe and Central Asia,C048,-0.1,4.1,10.4536867,11567000,15.51828923,23.19737801,85.297,8.2,726,0.0183,0.334,0.881,186.8,93,53.63758214,12.9,76.85714286,2.7,-6.908754779,2.63188884,16.26366686,2.219203484,3.186244281
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,977,1,Europe and Central Asia,C048,-1.4,2.7,10.77649444,12372000,15.78344856,23.36962,85.62,6.6,574.5,0.0153,0.371,1.032,166,88,53.63758214,12.7,77.28571429,2.66,-6.214608098,2.617395833,16.33094649,2.028148247,3.193337275
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,1269,0,Europe and Central Asia,C048,-1,3.5,10.95568049,10980000,15.97998364,23.5684835,85.936,6.3,615.4,0.0146,0.266,1.147,166.9,89,53.63758214,11.8,78.28571429,2.59,-6.908754779,2.549445171,16.21158609,1.987874348,3.201464463
2014,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,978,0,Europe and Central Asia,C048,0.3,4.3,11.0061177,10522000,15.97174244,23.80349865,86.247,7.8,673.5,0.0136,0.247,0.952,184.8,87,53.63758214,11.9,78.71428571,2.54,-6.908754779,2.557227311,16.16897896,2.174751721,3.210984718
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,900,0,Europe and Central Asia,C048,0,4.1,10.86163363,6482000,16.03900858,24.05826177,86.553,6.1,614.9,0.0158,0.316,1.502,171.3,89,53.63758214,11.7,80.57142857,2.44,-6.908754779,2.541601993,15.68453982,1.960094784,3.221203584
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,1531,2,Europe and Central Asia,C048,-0.4,3.6,10.93179785,6782000,15.73767002,24.36244975,86.852,6,665.1,0.0118,0.27,1.172,178.8,88,53.63758214,11.6,82.71428571,2.34,-6.214608098,2.533696814,15.72978275,1.945910149,3.233269724
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,1033,1,Europe and Central Asia,C048,-0.7,3.3,10.85258754,7054000,15.29326151,24.69294198,87.146,5.6,528.9,0.0151,0.257,1.21,155.7,84,53.63758214,11.3,83.42857143,2.21,-6.214608098,2.509599262,15.76910553,1.887069649,3.246216323
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,1088,2,Europe and Central Asia,C048,-0.7,3.7,11.00049362,7440000,15.2153831,24.98145887,87.431,6.7,669,0.0115,0.248,1.227,179.1,85,53.63758214,10.8,85.71428571,2.14,-5.80814249,2.468099531,15.82238154,2.041220329,3.257383163
