year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.682,1636,1116,Europe and Central Asia,C018,11,15.3,9.178018446,17284000,34.11079454,86.1512723,76.649,19,642.1,0.0735,0.0579,0.883,83.8,34,53.63758214,39.9,91.70088066,4.47,0.761303757,3.711130063,16.66529183,2.995732274,4.467645371
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.605,1460,883,Europe and Central Asia,C018,11.7,16.2,8.890834009,17284000,36.25056175,85.68666408,77.004,17.9,731.6,0.104,0.0415,0.614,91.8,36,53.63758214,33.5,94.55802351,4.45,0.425465775,3.540959324,16.66529183,2.939161922,4.462300055
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.594,1209,718,Europe and Central Asia,C018,11.8,16.2,8.408514515,20112000,37.78532993,85.06757952,77.355,15.2,656.4,0.113,0.0908,0.841,90,40,53.63758214,34.9,94.55802351,4.24,0.37974822,3.580737295,16.81682726,2.785011242,4.455132796
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.623,1088,678,Europe and Central Asia,C018,12,16.2,7.866571646,24272000,41.8206349,84.50281614,77.702,16.1,842.6,0.117,0.0575,0.887,107.8,43,53.63758214,41.9,94.70088066,4.24,0.501256173,3.758871826,17.00483402,2.839078464,4.448549313
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.619,1185,734,Europe and Central Asia,C018,11.4,15.8,8.191931841,26114000,40.72160096,83.94788984,78.046,15.6,705.8,0.125,0.09,1.132,89.1,46,53.63758214,44.2,94.70088066,4.25,0.484298869,3.811097087,17.07798217,2.809402695,4.442038008
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.669,1180,789,Europe and Central Asia,C018,11.9,16.4,8.442653148,28071000,48.34596476,83.5994647,78.387,15.4,627.2,0.104,0.0584,1.217,84.4,44,53.63758214,42.2,94.70088066,4.2,0.702142743,3.765840495,17.15024761,2.797281335,4.437927939
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.647,1363,882,Europe and Central Asia,C018,11.4,16,8.124949308,30161000,47.65895553,83.43428239,78.724,15.5,663,0.0839,0.0311,1.292,87.7,48,53.63758214,42.6,94.70088066,4.21,0.604593783,3.77505715,17.22206029,2.803360381,4.435973509
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.639,1498,957,Europe and Central Asia,C018,12.5,16.7,8.113981064,33072000,47.70194219,83.26518231,79.058,15.6,698.2,0.119,0.0714,1.081,94.6,45,53.63758214,45.9,94.70088066,4.2,0.569823965,3.848017675,17.31419759,2.809402695,4.433968758
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.583,312,182,Europe and Central Asia,C018,12.2,16.6,7.989848122,34005000,51.10736456,83.17751746,79.388,15.7,822.1,0.104,0.0428,1.32,99.6,48,53.63758214,45.9,94.70088066,4.2,0.33441955,3.848017675,17.34201816,2.815408719,4.432927872
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.663,726,481,Europe and Central Asia,C018,12,16.5,9.33594401,7406000,45.87668176,82.99921645,79.715,14.7,629.9,0.0803,0.0253,1.284,80.6,50,53.63758214,45.9,94.70088066,4.2,0.675236254,3.848017675,15.81780118,2.753660712,4.430807471
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.737,1418,1045,Europe and Central Asia,C018,12.3,16.6,13.87323339,73507388.11,19.42692398,82.53915915,80.0401525,16,676.4,0.147,0.0688,1.494,88.6,49,53.63758214,45.9,96.10116757,4.185138595,1.027994721,3.848017675,18.11289649,2.833213344,4.425315494
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.72,1803,1298,Europe and Central Asia,C018,11.8,16.3,23.1851098,234289164.3,40.24044967,81.62527416,80.36445751,16.7,531.1,0.0792,0.0513,0.996,76.1,52,53.63758214,45.9,96.43206573,4.145415784,0.942284468,3.848017675,19.27206666,2.87356464,4.414315616
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,112,0,Europe and Central Asia,C009,6.6,11.2,6.837653125,45762000,15.01112705,77.01638553,54.315,23.3,1232.7,0.0964,0.197,0.662,153.5,34,53.63758214,21.6,95.14943718,5.45,-6.908754779,3.117949906,17.63896463,3.19047635,4.356918876
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,204,0,Europe and Central Asia,C009,7.4,12,6.910502798,47733000,15.34054674,77.03450432,54.483,24.6,971.9,0.0741,0.206,0.72,140.5,34,53.63758214,21.5,95.14943718,5.62,-6.908754779,3.113515309,17.68113356,3.242592351,4.357151092
2007,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,279,1,Europe and Central Asia,C009,8.1,12.8,7.398467772,52271000,13.5682326,77.01767207,54.651,20,1063.6,0.0754,0.101,0.79,144.3,41,53.63758214,22.3,96.42857143,5.65,-5.295312858,3.148453361,17.7719523,3.044522438,4.356935366
2008,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,321,1,Europe and Central Asia,C009,8.2,12.7,7.647478265,51336000,16.16957061,77.00852334,54.819,20.7,1121.7,0.107,0.144,0.593,154.1,44,53.63758214,23.3,96.85714286,5.63,-5.519458915,3.19047635,17.75390284,3.077312261,4.356818094
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.022,279,6,Europe and Central Asia,C009,7.3,11.7,7.974504064,49006000,16.59097885,76.75339504,55.155,21,1405.8,0.15,0.275,0.535,175.3,41,53.63758214,23.5,97.28571429,5.78,-3.751037427,3.198673118,17.70745332,3.091042453,4.353542216
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,299,0,Europe and Central Asia,C009,7.9,12.6,7.645371845,49969000,18.02869382,76.48884997,55.322,24.1,799.6,0.0386,0.133,0.086,124.3,40,53.63758214,22.9,96.71428571,5.84,-6.908754779,3.173878459,17.72691339,3.222867846,4.350134055
2012,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,331,0,Europe and Central Asia,C009,8.1,12.8,7.661681882,47185000,17.34779499,76.25541419,55.506,20.4,1037.8,0.0854,0.0661,0.376,144.1,46,53.63758214,22.4,96.42857143,5.89,-6.908754779,3.152736022,17.66958662,3.063390922,4.347117
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,376,2,Europe and Central Asia,C009,7.9,12.4,6.415706536,48345000,14.94449386,76.04333143,55.706,19.3,1315.7,0.127,0.275,0.685,162.1,48,53.63758214,22.4,96.28571429,5.86,-5.111987788,3.152736022,17.69387338,3.010620886,4.344368009
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,334,3,Europe and Central Asia,C009,8.6,13.1,6.597061324,51168000,15.95567368,75.73420413,55.923,18,1484.2,0.155,0.326,0.704,176.2,48,53.63758214,22.5,95.57142857,5.91,-4.597138014,3.157000421,17.75062491,2.944438979,4.340347556
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.024,380,9,Europe and Central Asia,C009,8.3,13,6.655693661,55858000,16.88346831,75.11264384,56.155,20.2,1114.9,0.079,0.201,0.718,141.2,51,53.63758214,22.5,94.71428571,5.56,-3.665610827,3.157000421,17.83832333,3.054001182,4.332214399
2016,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,323,0,Europe and Central Asia,C009,8.1,12.7,6.699235238,57587000,17.14746297,74.58989708,56.403,19.3,1226.6,0.108,0.234,1.01,160.9,49,53.63758214,22.3,93.71428571,5.49,-6.908754779,3.148453361,17.86880742,3.010620886,4.325322638
2017,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,302,0,Europe and Central Asia,C009,7.8,12.6,6.609822047,59238000,17.14684515,73.69971768,56.667,18.6,1064.5,0.0965,0.126,1.351,140,49,53.63758214,22.5,92.85714286,5.54,-6.908754779,3.157000421,17.8970738,2.975529566,4.313476313
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.022,325,7,Europe and Central Asia,C009,8.7,13.4,6.721258625,57668000,17.54514057,73.04415338,56.947,19.4,1101,0.101,0.244,1.108,155.7,48,53.63758214,22.7,94.28571429,5.54,-3.751037427,3.165475048,17.870213,3.015534901,4.304661583
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.12,325,39,Europe and Central Asia,C009,8.8,13.5,6.568211849,60021000,18.4482875,72.64050104,57.242,16.1,1302.1,0.121,0.114,1.304,160.6,47,53.63758214,22.9,94.42857143,5.54,-1.98526708,3.173878459,17.91020508,2.839078464,4.29919516
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.191,267,51,Europe and Central Asia,C009,8.3,13,7.5074392,21608000,18.11797058,72.33166548,57.553,15.3,1127,0.0959,0.111,1.728,148.7,47,53.63758214,23.1,93.14285714,5.54,-1.439538876,3.18221184,16.88857422,2.791165108,4.294992514
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.329,353,116,Europe and Central Asia,C009,7.8,12.5,11.01399717,105385910.2,14.72150123,71.96503689,57.8811308,15.6,1069.4,0.0991,0.155,1.898,137.9,47,53.63758214,23.3,95.29879585,5.53510163,-0.711165686,3.19047635,18.47313952,2.809402695,4.28998038
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.24,367,88,Europe and Central Asia,C009,8.7,13.5,18.44464325,365649730.7,6.520564087,71.38352008,58.22739239,16.6,869.3,0.0828,0.0951,1.383,141.5,50,53.63758214,23.5,95.3434535,5.525304889,-1.149836424,3.198673118,19.71718642,2.867898902,4.28197865
2005,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,300,1,Europe and Central Asia,C019,5.4,10.2,7.976222917,36173000,29.84217044,112.5662872,66.365,23.3,703.7,0.0152,0.042,0.213,141.4,50,53.63758214,19.8,97.14943718,7.91,-5.519458915,3.034952987,17.40382357,3.19047635,4.732386695
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,285,0,Europe and Central Asia,C019,5.8,10.8,7.774542173,38318000,29.64626655,112.3911394,66.895,24.6,593,0.0095,0.047,0.254,127.1,52,53.63758214,17.9,97.14943718,7.98,-6.908754779,2.939161922,17.46143034,3.242592351,4.730843252
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,309,0,Europe and Central Asia,C019,7.1,11.9,7.195594749,39379000,32.21142465,112.2171633,67.421,18.1,641.8,0.00752,0.0114,1.08,136.4,53,53.63758214,16.3,97.14943718,7.19,-6.908754779,2.850706502,17.48874326,2.949688335,4.729307774
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,360,0,Europe and Central Asia,C019,7.1,11.9,7.083306466,39554000,32.25332163,112.0208459,67.943,19.1,622.1,0.00788,0.0145,0.881,135.6,51,53.63758214,16,97.14943718,7.11,-6.908754779,2.833213344,17.49317741,3.000719815,4.727572279
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,360,2,Europe and Central Asia,C019,6.8,11.7,7.216148723,40624000,32.01831692,110.7108141,68.46,20.6,647.3,0.0115,0.0209,0.771,143.8,51,53.63758214,16.1,97.14943718,7.14,-4.956832588,2.839078464,17.51986961,3.072693315,4.715913515
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.055,491,27,Europe and Central Asia,C019,6,10.7,7.438326423,39904000,33.37442912,110.4608748,68.911,20.6,898,0.0332,0.0529,1.584,165.6,47,53.63758214,16,97.14943718,7.18,-2.826890878,2.833213344,17.50198715,3.072693315,4.713673631
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.019,413,8,Europe and Central Asia,C019,6,11.2,7.470823674,41304000,33.78292868,110.1483155,69.358,23.5,443.4,0.00605,0.0632,0.394,103.6,46,53.63758214,15.7,97.14943718,7.19,-3.893859035,2.815408719,17.53646993,3.198673118,4.710865485
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.029,481,14,Europe and Central Asia,C019,6.5,11.6,7.402005678,43565000,35.15967264,109.5809345,69.678,20.2,524.9,0.00633,0.0101,1.235,124.2,55,53.63758214,14.9,97.14943718,7,-3.478158423,2.766319109,17.58976466,3.054001182,4.705747692
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.017,531,9,Europe and Central Asia,C019,6.7,11.5,7.222938697,43611000,33.79019411,109.2795979,69.953,19.2,619.4,0.0156,0.057,1.317,139.6,54,53.63758214,15.3,97.14943718,7.04,-4.001254139,2.791165108,17.59081999,3.005682604,4.70301894
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,621,7,Europe and Central Asia,C019,7.5,12.4,7.03888541,45984000,33.27833621,108.1138286,70.227,18.2,727.8,0.0227,0.0469,1.06,139,54,53.63758214,16.3,97.14943718,6.98,-4.412798293,2.850706502,17.64380409,2.954910279,4.692391636
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.001,687,1,Europe and Central Asia,C019,7.1,12.1,6.845299326,48345000,32.21471894,107.8569801,70.5,19,574.3,0.00911,0.0487,0.904,124.5,51,53.63758214,17.4,97.14943718,6.99,-6.214608098,2.912350665,17.69387338,2.995732274,4.690034911
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,703,3,Europe and Central Asia,C019,6.7,11.6,6.976072383,52890000,32.28891876,107.5391519,70.779,17.1,744.2,0.0158,0.0507,1.561,143.6,48,53.63758214,15.9,97.14943718,7,-5.295312858,2.827313622,17.78372486,2.895911938,4.687110955
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,681,2,Europe and Central Asia,C019,6.5,11.6,6.732726237,54962000,31.5602077,107.253627,71.062,18.9,623.6,0.011,0.0269,0.642,134.8,45,53.63758214,16.2,97.14943718,7.02,-5.519458915,2.844909384,17.82215261,2.990719732,4.684476872
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,827,2,Europe and Central Asia,C019,7.3,12.4,6.574282676,57667000,30.79599878,107.1177296,71.351,18.3,593.8,0.0106,0.0476,1.905,137.1,46,53.63758214,16.4,97.14943718,7.01,-5.80814249,2.856470206,17.87019566,2.960105096,4.683220722
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,890,8,Europe and Central Asia,C019,7.4,12.6,6.090805276,61397000,31.69131191,107.0692636,71.644,14.7,618.9,0.00982,0.00891,1.381,136.8,44,53.63758214,16.4,97.14943718,7.01,-4.597138014,2.856470206,17.93287155,2.753660712,4.682772351
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,721,5,Europe and Central Asia,C019,7.1,12,7.04628404,31641000,28.89746979,106.8392395,71.942,13.6,646,0.0125,0.0142,1.307,135.4,44,53.63758214,16.4,97.14943718,7.01,-4.822295665,2.856470206,17.26996434,2.681021529,4.680641595
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,1092,10,Europe and Central Asia,C019,6.3,11.3,11.34693161,68006134.87,16.66933062,106.1475583,72.24625983,14.4,558.3,0.00742,0.0239,1.655,134.9,43,53.63758214,16.4,97.15896099,6.995536034,-4.597138014,2.856470206,18.03510849,2.734367509,4.674206934
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.053,948,50,Europe and Central Asia,C019,7.3,12.3,20.75673799,272055404.6,10.34178291,104.7252304,72.5577795,14,505.2,0.00986,0.00802,1.04,121.8,42,53.63758214,16.4,97.16044522,6.956608101,-2.865370456,2.856470206,19.4215163,2.708050201,4.660843563
2008,CRKP,Klebsiella pneumoniae,Carbapenems,0.24,41,10,South Asia,C021,18.2,24.1,3.585137437,5283000,75.50202211,405.8720788,30.246,51.9,1170,0.268,0.302,0.753,56.4,34,59.33857962,9,70.93371294,0.41,-1.149836424,2.302585093,15.48000487,3.968403339,6.008498833
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.34,68,23,South Asia,C021,18.9,24.8,3.547271024,5168000,73.37130063,411.5580101,30.587,51.1,1014.3,0.237,0.226,0.907,51.2,34,59.33857962,9.6,74.36228436,0.44,-0.661871363,2.360854001,15.45799652,3.953164949,6.022376826
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.34,121,41,South Asia,C021,18.8,24.7,3.335892588,5776000,72.8231755,417.2668481,30.93,50.6,1273.4,0.309,0.323,1.147,60.3,33,59.33857962,10.2,76.36228436,0.47,-0.661871363,2.415913778,15.56922213,3.943521672,6.036119621
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.44,174,77,South Asia,C021,18.3,24.2,3.246342764,6309000,70.25712556,422.9871589,31.276,53.9,1151.6,0.273,0.347,0.959,59.4,31,59.43491763,10.9,70.40759374,0.63,-0.24067603,2.4765384,15.6574879,4.005513349,6.049703169
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.51,225,115,South Asia,C021,18.2,24.1,3.329352008,6578000,71.06796396,428.659862,31.634,52,1060,0.269,0.287,0.667,55,36,59.53460088,11.1,75.69330802,0.49,0.039925462,2.493205453,15.69924146,3.970291914,6.062993877
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.6,271,163,South Asia,C021,18.1,24,3.74944131,6968000,76.65864793,434.2581749,32.003,51.4,1253.8,0.275,0.355,0.687,61.4,36,59.63734533,11.8,68.57142857,0.49,0.404633507,2.549445171,15.75683894,3.958906591,6.075939361
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.57,277,158,South Asia,C021,18.2,24.1,3.619565875,13107000,75.58837071,439.6780929,32.384,50.9,1073.8,0.235,0.238,1.66,54.1,38,59.7434301,12.7,71.71428571,0.52,0.28128112,2.617395833,16.38865707,3.94931879,6.088314661
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.56,2088,1169,South Asia,C021,18.4,24.2,3.5956592,13284000,73.64810446,444.931708,32.777,50.6,1124.8,0.248,0.229,0.419,56.4,38,61.83639136,13.3,78.28571429,0.58,0.24067603,2.660259537,16.40207094,3.943521672,6.100165819
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.75,259,194,South Asia,C021,18.7,24.6,3.504304176,14570000,72.51978927,450.2357199,33.182,53.6,1113.5,0.261,0.296,1.411,55.5,40,63.9222864,13.7,85,0.48,1.095952713,2.687847494,16.49447525,4.000033883,6.111989863
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.59,1497,883,South Asia,C021,18.6,24.5,2.935976047,15543000,66.46324199,455.468934,33.6,54.5,1161,0.264,0.269,1.694,58.8,40,66.00089544,14,88.28571429,0.53,0.363222803,2.708050201,16.559121,4.016383021,6.123520645
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.72,315,227,South Asia,C021,18.5,24.3,2.862458263,17423000,65.24590595,460.4493174,34.03,55.9,1025.5,0.238,0.251,0.82,55.6,41,68.07148665,14.2,89.57142857,0.53,0.942284468,2.721295428,16.67330179,4.041295341,6.134372226
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.65,2053,1334,South Asia,C021,18.4,24.3,2.910162265,17914000,65.64927174,465.1946394,34.472,52.9,1326.4,0.286,0.334,1.339,60.4,41,70.13359887,14.53190008,90.57142857,0.53,0.617723419,2.742895979,16.70109314,3.987130478,6.144603228
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.57,2610,1488,South Asia,C021,18.3,24.1,2.926438139,17914000,62.36386405,469.6595667,34.926,51.5,1254.1,0.279,0.336,0.786,62.2,40,72.18676937,14.96290507,85,0.53,0.28128112,2.770267597,16.70109314,3.96081317,6.154135044
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,147,0,Europe and Central Asia,C022,6.9,10.3,7.633838858,8001000,22.17467207,62.03499782,60.738,8.9,1223.8,0.0383,0.436,1.621,215.4,74,53.63758214,21.3,79.96127067,5.26,-6.908754779,3.104586678,15.89507722,2.292534757,4.143690093
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,174,0,Europe and Central Asia,C022,7,10.4,7.91256031,8332000,20.76661059,63.85457976,60.94,9.4,1106.6,0.0331,0.448,0.935,209.1,75,53.63758214,22.4,80.81841352,5.1,-6.908754779,3.152736022,15.9356142,2.341805806,4.172147529
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,230,0,Europe and Central Asia,C022,6.5,9.8,9.190703569,8026000,20.67852336,65.16974888,61.141,9.3,1359.8,0.0396,0.543,1.155,242.6,77,53.63758214,21.7,81.67555638,4.85,-6.908754779,3.122364924,15.89819695,2.332143895,4.192223393
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,253,0,Europe and Central Asia,C022,6.5,9.8,10.5553586,7189000,22.92829335,65.83502685,61.342,9.1,1396.1,0.0466,0.598,0.881,230.4,80,53.63758214,20.9,81.53269924,2.83,-6.908754779,3.086486637,15.78806278,2.312535424,4.202227297
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,301,0,Europe and Central Asia,C022,5.3,8.8,10.54939343,7134000,23.82224481,66.19473073,61.542,9.4,1059,0.025,0.355,2.712,193,80,53.63758214,20.2,75.95469063,2.73,-6.908754779,3.054001182,15.78038279,2.341805806,4.207594833
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,302,1,Europe and Central Asia,C022,6.6,9.9,10.65152077,7630000,28.10568561,66.484018,61.742,9.2,1176.9,0.0312,0.446,0.91,234,75,53.63758214,22.9,85.24040492,2.62,-5.519458915,3.173878459,15.84759853,2.32238772,4.211890799
2012,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,338,0,Europe and Central Asia,C022,6.4,9.6,10.64534977,7550000,28.25456969,66.76633764,61.942,8.2,1220.4,0.0313,0.468,1.293,237.1,69,53.63758214,23.2,85.38326206,2.54,-6.908754779,3.186352633,15.83705825,2.219203484,4.216065577
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,317,1,Europe and Central Asia,C022,6.3,9.6,10.33744963,8260000,29.40829552,67.11882712,62.141,9.1,1135.2,0.0271,0.407,1.263,218.9,72,53.63758214,24,90.66897634,2.56,-5.519458915,3.218875825,15.92693527,2.312535424,4.221253638
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,353,2,Europe and Central Asia,C022,6.9,10.2,9.578874434,8813000,28.99466813,67.61126433,62.34,8.4,1361.7,0.0348,0.539,1.175,238.3,74,53.63758214,25.2,90.5261192,2.57,-4.956832588,3.265759411,15.99173858,2.240709689,4.228456724
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,389,2,Europe and Central Asia,C022,6.1,9.6,7.3506751,9528000,27.99103231,68.25311366,62.538,7.8,1377.2,0.043,0.494,1.94,236.3,75,53.63758214,26.6,90.5261192,2.92,-5.111987788,3.317815773,16.06974549,2.174751721,4.237768107
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,453,3,Europe and Central Asia,C022,6.5,9.9,7.487237421,10100000,27.27870871,69.0279431,62.737,7.9,1134.6,0.0241,0.496,1.672,217.9,73,53.63758214,26.2,81.95469063,2.96,-4.822295665,3.303216973,16.12804608,2.186051277,4.24889435
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,478,1,Europe and Central Asia,C022,6.8,10.1,7.160484674,10338000,27.02087662,69.78353898,62.947,7.2,1183.9,0.0288,0.386,1.572,236.5,74,53.63758214,25.2,79.38326206,2.97,-5.80814249,3.265759411,16.15133708,2.104134154,4.259626473
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,482,3,Europe and Central Asia,C022,6.4,9.8,6.920121579,10926000,25.87392573,70.65344753,63.17,7.8,1222.6,0.0275,0.431,2.406,220.8,73,53.63758214,25.2,78.81183349,2.97,-4.956832588,3.265759411,16.20665592,2.174751721,4.271841269
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,527,5,Europe and Central Asia,C022,6.6,10,6.539471101,10951000,25.37178569,71.62636087,63.405,8.6,1302.2,0.0359,0.498,1.626,242,74,53.63758214,25.61111111,78.5261192,2.97,-4.597138014,3.281328839,16.20894143,2.261763098,4.285327953
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.004,477,2,Europe and Central Asia,C022,6.6,9.9,7.086828808,10951000,21.17391467,72.36728117,63.653,7.9,1366.2,0.044,0.575,1.857,244.1,72,53.63758214,26.02222222,78.81183349,2.97,-5.295312858,3.296659573,16.20894143,2.186051277,4.295478076
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,497,3,Europe and Central Asia,C022,6.7,10.1,9.738068356,11573481.14,8.557569479,72.52638606,63.91511861,8.1,1160.4,0.0304,0.474,2.644,215.9,74,53.63758214,26.43333333,82.30503491,2.967189437,-4.956832588,3.311758819,16.26422702,2.208274414,4.297644336
