year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,1588,0,Latin America and the Caribbean,C001,9.4,15.6,9.636395307,7165000.0,34.04805521,15.59164538,91.377,13.2,706.0,0.0716,0.0667,0.951,79.2,34.0,53.63758214,15.5,94.85714286,4.84
2015,CREC,Escherichia coli,Carbapenems,0.01,2170,22,Latin America and the Caribbean,C001,9.5,15.7,10.19975397,6816000.0,33.0023993,15.76063274,91.503,13.5,648.6,0.071,0.0698,0.957,74.8,32.0,53.63758214,16.7,92.42857143,4.96
2016,CREC,Escherichia coli,Carbapenems,0.01,1729,17,Latin America and the Caribbean,C001,9.0,15.2,8.985845323,6668000.0,37.58023798,15.92813508,91.627,13.7,662.1,0.068,0.0668,0.488,78.5,36.0,53.63758214,16.9,90.42857143,4.95
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,1845,0,Latin America and the Caribbean,C001,9.5,15.8,10.43993217,6711000.0,36.3676376,16.09419079,91.749,12.9,634.5,0.0673,0.07,1.095,77.2,39.0,53.63758214,16.7,87.85714286,4.99
2018,CREC,Escherichia coli,Carbapenems,0.01,2111,21,Latin America and the Caribbean,C001,9.1,15.5,9.51611392,6942000.0,36.92702016,16.2585101,91.87,13.1,598.1,0.0636,0.0534,0.878,75.1,40.0,53.63758214,15.2,89.71428571,4.99
2019,CREC,Escherichia coli,Carbapenems,0.01,1705,17,Latin America and the Caribbean,C001,9.1,15.5,9.509059835,7399000.0,35.7846133,16.42082662,91.991,14.2,591.6,0.0567,0.0552,0.76,71.1,45.0,53.63758214,15.2,83.85714286,4.99
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,1929,0,Latin America and the Caribbean,C001,9.0,15.8,10.05162935,7399000.0,33.44421573,16.58089261,92.111,15.6,496.3,0.0407,0.0319,1.123,63.8,42.0,53.63758214,15.2,74.14285714,4.99
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,33,0,Europe and Central Asia,C003,2.9,7.1,9.292316887,18180000.0,26.35471148,97.45871304,59.934,17.3,1043.1,0.147,0.368,1.501,175.4,78.0,53.63758214,14.8,69.70088066,7.85
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,234,0,Europe and Central Asia,C003,3.7,7.9,9.416105345,18611000.0,26.56185911,97.93937227,59.655,19.4,1195.4,0.19,0.391,1.531,178.0,78.0,53.63758214,14.9,76.41516637,7.81
2003,CREC,Escherichia coli,Carbapenems,0.002,663,1,Europe and Central Asia,C003,2.7,7.5,9.571682786,19078000.0,26.86173229,98.41763209,59.375,19.2,873.8,0.088,0.211,1.464,148.3,80.0,53.63758214,15.5,78.55802351,7.73
2004,CREC,Escherichia coli,Carbapenems,0.002,1260,3,Europe and Central Asia,C003,2.8,6.9,9.744392042,19374000.0,27.94504832,99.03012603,59.094,16.7,1058.4,0.16,0.315,0.829,177.6,84.0,53.63758214,15.5,77.55802351,7.73
2005,CREC,Escherichia coli,Carbapenems,0.002,1423,3,Europe and Central Asia,C003,2.4,6.5,9.658101195,19952000.0,27.34830662,99.70708919,58.813,19.0,1113.6,0.161,0.372,0.628,173.1,87.0,53.63758214,17.4,80.41516637,7.69
2006,CREC,Escherichia coli,Carbapenems,0.003,1761,5,Europe and Central Asia,C003,3.0,7.3,9.548316577,20269000.0,27.14986376,100.2016602,58.532,20.0,1036.7,0.149,0.327,0.907,159.9,86.0,53.63758214,16.3,80.41516637,7.66
2007,CREC,Escherichia coli,Carbapenems,0.002,2063,4,Europe and Central Asia,C003,3.7,8.0,9.545275645,20773000.0,27.20098749,100.5269874,58.249,14.8,1149.3,0.139,0.271,2.137,173.9,81.0,53.63758214,17.5,80.70088066,7.75
2008,CREC,Escherichia coli,Carbapenems,0.002,2409,5,Europe and Central Asia,C003,3.6,7.8,9.741457373,21935000.0,26.21240303,100.8421716,57.966,15.1,1065.7,0.154,0.317,1.582,172.9,81.0,53.63758214,21.0,80.98659494,7.69
2009,CREC,Escherichia coli,Carbapenems,0.001,2105,2,Europe and Central Asia,C003,3.4,7.6,10.2359352,21355000.0,27.15328888,101.1066772,57.683,15.8,1204.4,0.192,0.423,1.544,186.6,79.0,53.63758214,22.5,80.27230923,7.68
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,2465,0,Europe and Central Asia,C003,2.6,6.7,10.23593462,22004000.0,27.60429357,101.3500242,57.399,16.7,1134.5,0.166,0.389,0.656,187.5,79.0,53.63758214,21.2,83.27230923,7.65
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,2712,0,Europe and Central Asia,C003,3.5,8.0,10.04585988,23012000.0,27.31097491,101.6922322,57.115,16.9,929.9,0.133,0.29,1.373,142.5,78.0,53.63758214,20.3,86.12945208,7.68
2012,CREC,Escherichia coli,Carbapenems,0.001,3340,3,Europe and Central Asia,C003,3.5,7.8,10.22568435,24151000.0,27.12621384,102.1569438,57.147,14.3,1101.5,0.178,0.353,1.783,175.1,69.0,53.63758214,19.8,89.12945208,7.67
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,4257,0,Europe and Central Asia,C003,3.5,7.5,10.31977933,24813000.0,27.83093858,102.7608216,57.336,15.6,1139.0,0.168,0.4,1.098,179.8,69.0,53.63758214,20.9,91.98659494,7.64
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,4600,0,Europe and Central Asia,C003,4.4,8.5,10.41509556,25291000.0,27.48290871,103.5670868,57.526,13.8,1208.1,0.197,0.438,2.409,187.6,72.0,53.63758214,17.2,94.98659494,7.58
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,4760,0,Europe and Central Asia,C003,4.0,8.4,10.43723611,26728000.0,27.54398745,104.7345977,57.715,13.6,1046.6,0.123,0.285,2.167,153.1,76.0,53.63758214,17.0,92.27230923,7.54
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,5134,0,Europe and Central Asia,C003,3.7,7.9,10.39533097,28121000.0,27.64032438,105.8733398,57.905,12.8,1318.5,0.176,0.367,2.096,186.9,75.0,53.63758214,17.0,88.8437378,7.42
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,5227,0,Europe and Central Asia,C003,3.5,7.8,10.4132624,29460000.0,26.18421715,106.6113185,58.094,13.0,1243.1,0.151,0.328,1.741,183.0,75.0,53.63758214,16.7,89.98659494,7.37
2018,CREC,Escherichia coli,Carbapenems,0.001,5564,6,Europe and Central Asia,C003,4.2,8.6,10.37026868,30816000.0,25.51817955,107.1318589,58.297,14.0,1079.1,0.161,0.293,2.524,164.2,76.0,53.63758214,16.8,86.8437378,7.27
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,5935,0,Europe and Central Asia,C003,4.2,8.6,10.21378983,31884000.0,25.09123293,107.6093068,58.515,11.1,1150.8,0.156,0.297,2.37,183.3,77.0,53.63758214,16.89761503,87.27230923,7.27
2020,CREC,Escherichia coli,Carbapenems,0.001,5141,5,Europe and Central Asia,C003,4.0,8.4,11.17890638,15091000.0,23.62789666,108.0570044,58.748,10.4,1256.8,0.154,0.302,2.315,174.5,76.0,53.63758214,16.97509041,87.55802351,7.27
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,5206,0,Europe and Central Asia,C003,3.2,7.5,14.57151018,38109505.12,19.87200875,108.4813846,58.99622159,10.9,1072.5,0.147,0.294,1.395,168.3,74.0,53.63758214,17.03658127,94.4899963,7.150327201
2022,CREC,Escherichia coli,Carbapenems,0.001,4973,5,Europe and Central Asia,C003,4.3,8.8,21.62668176,145290515.4,12.54808857,108.8957895,59.25966476,10.7,933.2,0.141,0.231,2.498,169.1,71.0,53.63758214,17.08538551,95.51040446,6.810981602
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,1014,0,Europe and Central Asia,C005,5.3,9.4,10.25522703,7186000.0,23.7527628,359.8278071,97.651,17.2,876.9,0.0159,0.166,0.233,187.6,71.0,53.63758214,24.1,94.12945208,6.12
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,3989,0,Europe and Central Asia,C005,6.9,11.2,10.39882554,7494000.0,23.81827878,364.5397622,97.698,16.7,778.6,0.0163,0.188,1.289,170.4,75.0,53.63758214,24.9,94.12945208,6.05
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,4119,0,Europe and Central Asia,C005,6.3,10.5,10.50906167,7560000.0,23.37721029,366.8075297,97.744,14.9,961.0,0.0182,0.188,1.13,210.4,75.0,53.63758214,24.9,94.98659494,5.99
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,4246,0,Europe and Central Asia,C005,6.0,9.9,10.56925055,7684000.0,23.81465406,368.5405218,97.789,15.8,845.1,0.0139,0.23,0.463,195.0,75.0,53.63758214,25.0,94.98659494,5.93
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,2614,0,Europe and Central Asia,C005,7.7,11.8,10.60195203,7887000.0,23.63473127,370.180218,97.833,13.0,867.6,0.0173,0.227,2.417,191.0,76.0,53.63758214,27.9,94.98659494,5.85
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,2588,0,Europe and Central Asia,C005,6.9,11.1,10.80927977,8355000.0,23.31327819,372.3314399,97.876,12.6,824.9,0.0124,0.223,1.371,194.3,77.0,53.63758214,29.6,94.98659494,5.83
2016,CREC,Escherichia coli,Carbapenems,0.001,3845,4,Europe and Central Asia,C005,6.7,10.8,10.78196193,7481000.0,22.86271962,374.2213342,97.919,12.2,915.8,0.023,0.27,1.882,192.9,77.0,53.63758214,27.3,94.41516637,5.76
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,4672,0,Europe and Central Asia,C005,7.0,11.1,10.7738471,8385000.0,22.797451,375.6657199,97.961,11.9,858.6,0.0121,0.114,1.731,195.6,75.0,53.63758214,26.8,94.41516637,5.66
2018,CREC,Escherichia coli,Carbapenems,0.001,4641,5,Europe and Central Asia,C005,7.2,11.7,10.81579844,9119000.0,22.74849788,377.3795905,98.001,12.3,724.9,0.0138,0.203,2.196,162.3,75.0,53.63758214,26.3,94.41516637,5.62
2019,CREC,Escherichia coli,Carbapenems,0.001,3926,4,Europe and Central Asia,C005,7.1,11.5,10.40220979,9343000.0,24.00392505,379.4247028,98.041,10.5,849.1,0.0148,0.115,2.081,202.0,75.0,53.63758214,26.3,94.27230923,5.58
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,4126,0,Europe and Central Asia,C005,7.5,12.0,10.78081265,2584000.0,20.82964087,381.0635403,98.079,9.2,820.9,0.0149,0.233,2.572,182.2,76.0,53.63758214,26.3,94.27230923,5.58
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,4722,0,Europe and Central Asia,C005,6.4,10.5,13.30493454,18028970.1,7.064288489,381.5257679,98.11273046,10.8,959.3,0.0289,0.237,1.203,188.9,73.0,53.63758214,26.3,97.84699455,5.668018497
2022,CREC,Escherichia coli,Carbapenems,0.001,4296,4,Europe and Central Asia,C005,7.5,12.0,19.22230695,58968910.29,23.02622373,380.073869,98.14019138,10.1,729.3,0.0161,0.226,2.807,154.1,73.0,53.63758214,26.3,98.39639574,5.884055491
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,71,0,Europe and Central Asia,C007,6.5,11.5,6.740405082,5104000.0,43.9206597,72.3957516,69.166,28.6,545.0,0.0516,0.0237,1.648,94.0,39.0,53.63758214,10.3,91.55045088,7.2
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,94,0,Europe and Central Asia,C007,6.8,11.6,7.052498872,5563000.0,40.66489967,72.03272978,69.524,28.6,686.2,0.0852,0.0317,0.854,103.2,40.0,53.63758214,11.0,90.12187945,6.49
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,118,0,Europe and Central Asia,C007,5.9,10.7,7.171691552,6241000.0,39.28135438,71.48411327,69.879,28.4,601.2,0.0527,0.0545,0.181,89.6,39.0,53.63758214,12.3,93.97902231,6.29
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,113,0,Europe and Central Asia,C007,6.4,11.2,6.865695925,6982000.0,40.56972744,70.95310776,70.233,27.3,628.3,0.0574,0.0472,0.533,91.0,41.0,53.63758214,13.6,93.40759374,6.13
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,156,0,Europe and Central Asia,C007,6.1,10.8,6.86359114,7282000.0,40.42781935,70.4986377,70.584,27.5,799.9,0.0978,0.0798,0.215,100.1,40.0,53.63758214,15.4,94.55045088,6.41
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,149,0,Europe and Central Asia,C007,6.1,11.0,6.502124586,7499000.0,44.33350747,69.97166529,70.932,30.0,666.3,0.059,0.0942,0.571,94.5,40.0,53.63758214,16.7,94.40759374,6.28
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,78,0,Europe and Central Asia,C007,7.1,12.1,6.133598966,7726000.0,44.25013695,69.47185342,71.278,28.2,681.0,0.065,0.0313,1.883,89.2,41.0,53.63758214,17.8,94.26473659,6.46
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,118,0,Europe and Central Asia,C007,7.1,12.0,6.261544583,8533000.0,44.60959445,68.98592211,71.622,29.1,503.2,0.0426,0.0424,1.177,87.5,36.0,53.63758214,18.5,94.55045088,6.61
2009,CREC,Escherichia coli,Carbapenems,0.007,151,1,Europe and Central Asia,C007,7.1,11.9,6.575381329,7873000.0,46.19657459,68.57445652,71.963,25.3,737.7,0.0618,0.034,1.291,101.5,38.0,53.63758214,18.8,93.97902231,6.72
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,146,0,Europe and Central Asia,C007,7.1,11.9,7.070763623,8374000.0,44.7532436,68.12453021,72.302,25.1,777.0,0.0737,0.0787,1.361,106.6,36.0,53.63758214,19.0,95.0,6.62
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,145,0,Europe and Central Asia,C007,6.0,11.0,7.082331679,8713000.0,45.86948976,67.68909359,72.638,30.5,523.9,0.0325,0.0421,0.422,82.7,33.0,53.63758214,19.6,95.42857143,6.45
2012,CREC,Escherichia coli,Carbapenems,0.026,191,5,Europe and Central Asia,C007,6.8,12.0,7.516807941,8867000.0,49.20127076,67.2981577,72.975,25.7,653.6,0.0482,0.022,1.678,87.0,41.0,53.63758214,19.7,95.0,6.61
2013,CREC,Escherichia coli,Carbapenems,0.028,176,5,Europe and Central Asia,C007,7.1,12.1,7.123620363,9192000.0,43.43709078,66.92257738,73.313,23.5,599.0,0.0527,0.0337,1.476,93.3,41.0,53.63758214,20.5,95.14285714,6.82
2014,CREC,Escherichia coli,Carbapenems,0.005,197,1,Europe and Central Asia,C007,7.4,12.1,7.659756191,9409000.0,41.76138961,66.54327561,73.651,24.2,934.9,0.112,0.0633,1.196,112.9,43.0,53.63758214,21.5,90.42857143,7.13
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,182,0,Europe and Central Asia,C007,7.0,12.0,7.366465303,9317000.0,44.10270127,66.120035,73.99,21.5,742.8,0.0657,0.108,1.438,96.0,41.0,53.63758214,22.3,90.85714286,7.24
2016,CREC,Escherichia coli,Carbapenems,0.009,224,2,Europe and Central Asia,C007,6.9,12.1,7.429517228,10604000.0,44.86666037,65.65790346,74.329,21.1,683.6,0.0578,0.0592,1.899,90.7,41.0,53.63758214,22.9,91.85714286,7.27
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,247,0,Europe and Central Asia,C007,6.7,11.9,7.464336953,11596000.0,45.06690917,65.18005711,74.669,21.5,750.8,0.0604,0.022,0.954,97.5,43.0,53.63758214,23.4,92.85714286,7.45
2018,CREC,Escherichia coli,Carbapenems,0.014,292,4,Europe and Central Asia,C007,7.5,12.4,7.3026296,12368000.0,42.36347276,64.71109985,75.008,22.0,707.1,0.0647,0.0488,2.192,97.6,42.0,53.63758214,24.0,91.0,7.45
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,352,0,Europe and Central Asia,C007,7.8,12.9,6.875876294,12552000.0,40.84399446,64.25719418,75.347,21.6,547.6,0.047,0.0194,2.112,95.4,43.0,53.63758214,24.6,93.85714286,7.45
2020,CREC,Escherichia coli,Carbapenems,0.008,261,2,Europe and Central Asia,C007,7.5,12.7,8.253349439,4973000.0,38.13040476,63.87265107,75.686,20.2,615.6,0.0534,0.0164,2.037,85.6,44.0,53.63758214,25.2,90.42857143,7.45
2021,CREC,Escherichia coli,Carbapenems,0.004,263,1,Europe and Central Asia,C007,7.1,12.1,13.62766075,17911413.63,31.36014901,63.61478901,76.02488275,20.0,798.0,0.0696,0.0327,1.629,102.2,42.0,53.63758214,25.8,92.67043868,7.429834127
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,239,0,Europe and Central Asia,C007,7.2,12.4,25.06808262,63276240.9,18.15515769,63.53791896,76.36364826,22.5,520.0,0.0379,0.0269,1.831,82.7,43.0,53.63758214,26.4,92.63705768,7.389502381
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,175,0,Europe and Central Asia,C006,6.8,11.8,9.240893659,678000.0,29.09074544,68.83445313,47.173,32.1,978.8,0.126,0.255,1.813,143.5,38.0,97.25226029,18.9,83.14285714,3.49
2016,CREC,Escherichia coli,Carbapenems,0.02,191,4,Europe and Central Asia,C006,6.5,11.4,9.139446278,778000.0,28.91307048,67.98800781,47.518,31.2,1139.7,0.171,0.253,1.673,157.1,39.0,97.26105802,18.3,78.14285714,3.49
2017,CREC,Escherichia coli,Carbapenems,0.02,183,4,Europe and Central Asia,C006,6.4,11.5,8.818039513,923000.0,29.48851564,67.18802734,47.876,29.9,924.1,0.138,0.175,1.419,139.0,38.0,97.26105802,18.0,77.28571429,3.49
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,249,0,Europe and Central Asia,C006,7.2,12.2,8.761013888,1053000.0,29.70884452,66.40876953,48.245,30.6,1015.2,0.174,0.303,2.275,149.3,38.0,97.26105802,17.9,75.28571429,3.49
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,290,0,Europe and Central Asia,C006,7.4,12.4,8.663792858,1198000.0,29.73446866,65.63888672,48.626,26.4,1191.3,0.186,0.208,1.987,155.4,36.0,97.26105802,17.67026824,75.28571429,3.49
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,179,0,Europe and Central Asia,C006,6.9,11.8,9.564900913,197000.0,29.15569976,64.81263672,49.02,27.3,968.7,0.136,0.14,1.88,139.3,35.0,97.26105802,17.52468813,75.28571429,3.49
2014,CREC,Escherichia coli,Carbapenems,0.06,53,3,Europe and Central Asia,C004,3.6,7.8,5.251633946,5375000.0,37.10062792,46.55060033,76.693,18.3,573.7,0.00705,0.0737,2.18,130.1,31.0,53.63758214,19.8,86.57142857,10.83
2015,CREC,Escherichia coli,Carbapenems,0.1,86,9,Europe and Central Asia,C004,4.3,8.5,5.915564254,4386000.0,38.82448153,46.61133719,77.181,15.5,539.8,0.00563,0.0184,2.247,141.9,32.0,53.63758214,20.1,85.85714286,10.83
2016,CREC,Escherichia coli,Carbapenems,0.12,106,13,Europe and Central Asia,C004,3.7,7.7,5.765196034,10935000.0,28.6386315,46.64994482,77.661,14.6,718.7,0.0125,0.0355,2.201,160.8,40.0,53.63758214,20.8,85.28571429,10.83
2017,CREC,Escherichia coli,Carbapenems,0.11,150,16,Europe and Central Asia,C004,3.8,7.6,5.612082195,11060000.0,30.51343725,46.59875953,78.134,14.7,761.1,0.0119,0.0842,1.592,169.8,44.0,53.63758214,21.4,85.0,10.83
2018,CREC,Escherichia coli,Carbapenems,0.07,136,10,Europe and Central Asia,C004,3.8,7.9,5.380450512,11502000.0,29.23060261,46.50105922,78.595,16.1,595.2,0.00805,0.12,2.342,140.8,44.0,53.63758214,21.7,93.42857143,10.83
2019,CREC,Escherichia coli,Carbapenems,0.06,137,8,Europe and Central Asia,C004,4.5,8.7,5.704032813,11832000.0,29.47939556,46.41075062,79.044,13.3,579.5,0.00842,0.0403,2.689,140.6,45.0,53.63758214,22.41929476,96.71428571,10.83
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,3990,0,Europe and Central Asia,C049,3.0,6.4,10.62467762,8967000.0,67.21204899,204.7343366,73.674,13.4,1215.9,0.341,0.612,0.857,206.2,85.0,53.63758214,11.2,91.70746069,4.85
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,4539,0,Europe and Central Asia,C049,4.2,7.8,10.79588177,9158000.0,67.90293986,207.2507514,73.696,10.7,986.6,0.558,0.873,2.704,166.5,86.0,53.63758214,11.7,91.99317498,4.73
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,4909,0,Europe and Central Asia,C049,3.9,7.8,11.19578302,9305000.0,68.18316906,209.6266208,73.718,12.0,1308.4,0.268,0.455,2.069,207.6,86.0,53.63758214,11.8,91.99317498,4.73
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,4723,0,Europe and Central Asia,C049,3.5,7.1,11.49004012,10402000.0,69.00454116,211.9315721,73.739,10.9,1248.2,0.302,0.553,1.841,198.0,86.0,53.63758214,11.7,91.99317498,4.69
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,5860,0,Europe and Central Asia,C049,4.2,8.0,11.58292156,11715000.0,68.7792303,215.5000945,73.797,10.7,1235.0,0.236,0.379,1.844,197.3,85.0,53.63758214,11.4,90.12945208,4.63
2019,CREC,Escherichia coli,Carbapenems,0.09,5734,516,Europe and Central Asia,C049,3.9,7.7,11.22862794,11818000.0,67.89052697,217.0427817,73.849,9.2,1075.0,0.312,0.452,1.568,166.4,85.0,53.63758214,11.4,90.12945208,4.63
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,5600,0,Europe and Central Asia,C049,4.0,8.1,11.99442154,11818000.0,64.33704651,218.6344696,73.915,9.2,1254.5,0.255,0.405,2.943,195.7,85.0,53.63758214,11.4,91.41516637,4.63
2014,CREC,Escherichia coli,Carbapenems,0.019,465136,8838,East Asia and Pacific,C008,2.1,8.0,4.753874809,128499000.0,41.5543278,146.1258167,54.259,52.8,636.5,0.105,0.125,1.061,96.3,36.0,97.03880125,8.0,97.26473659,3.55
2015,CREC,Escherichia coli,Carbapenems,0.019,510140,9693,East Asia and Pacific,C008,2.5,8.2,4.912150283,133820000.0,39.81038955,146.9779493,55.5,49.9,653.9,0.11,0.131,1.295,102.3,37.0,97.03880125,8.6,97.26473659,3.79
2016,CREC,Escherichia coli,Carbapenems,0.02,4166,83,East Asia and Pacific,C008,2.4,8.2,4.926735689,141774000.0,41.89695133,147.8226414,56.736,45.6,698.1,0.125,0.158,1.318,102.8,40.0,97.03880125,8.8,97.26473659,4.02
2017,CREC,Escherichia coli,Carbapenems,0.03,6520,196,East Asia and Pacific,C008,2.5,8.4,4.997008684,153260000.0,43.32621025,148.7200435,57.96,43.3,645.7,0.112,0.132,1.572,98.4,41.0,97.03880125,8.3,97.26473659,4.31
2018,CREC,Escherichia coli,Carbapenems,0.015,660261,9904,East Asia and Pacific,C008,2.1,8.0,5.096051588,158606000.0,43.5829288,149.4171945,59.152,38.7,658.1,0.108,0.105,1.36,100.6,39.0,97.07455813,8.0,97.26473659,4.31
2019,CREC,Escherichia coli,Carbapenems,0.017,707968,12035,East Asia and Pacific,C008,2.4,8.3,5.319007836,162538000.0,44.02028943,149.9481797,60.308,37.4,637.6,0.115,0.151,1.422,98.9,41.0,97.10924291,8.0,97.12187945,4.31
2020,CREC,Escherichia coli,Carbapenems,0.016,686049,10977,East Asia and Pacific,C008,2.3,8.2,5.591631821,30402000.0,45.27583334,150.3055428,61.428,34.0,665.1,0.126,0.152,1.62,98.2,42.0,97.14284025,8.0,97.26473659,4.31
2021,CREC,Escherichia coli,Carbapenems,0.016,776145,12418,East Asia and Pacific,C008,2.6,8.5,5.826679732,380616155.5,47.94516083,150.4738725,62.5119397,32.1,674.0,0.114,0.129,1.702,99.9,45.0,97.17866603,8.0,102.2961662,4.282104754
2022,CREC,Escherichia coli,Carbapenems,0.015,1026214,15393,East Asia and Pacific,C008,2.4,8.3,5.949905961,1205170466.0,52.6658131,150.4457126,63.5598191,32.1,622.1,0.102,0.128,1.904,96.6,45.0,97.21670491,8.0,103.1608576,4.226314263
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,46,0,Europe and Central Asia,C010,13.5,18.6,5.443565731,2478000.0,58.16550999,110.2471861,68.41,18.0,532.3,0.0316,0.000289,0.633,65.1,54.0,53.63758214,26.7,85.94128557,4.2
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,73,0,Europe and Central Asia,C010,13.5,18.5,5.476390372,2657000.0,57.99500106,112.2361472,68.268,17.7,409.9,0.0108,0.0,0.253,67.5,57.0,53.63758214,26.5,85.94128557,3.83
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,90,0,Europe and Central Asia,C010,13.4,18.4,5.51540943,2629000.0,56.57409771,114.2248918,68.125,19.2,395.1,0.0145,0.0,0.68,63.6,56.0,53.63758214,27.1,91.08414271,3.8
2007,CREC,Escherichia coli,Carbapenems,0.019,108,2,Europe and Central Asia,C010,13.8,18.9,5.42193343,2671000.0,56.21895722,116.2200216,67.982,20.1,460.5,0.013,0.0,1.938,67.5,53.0,53.63758214,28.7,92.41516637,3.8
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,119,0,Europe and Central Asia,C010,13.8,19.0,6.094065198,2631000.0,57.9243848,118.224026,67.839,21.7,288.4,0.00629,0.0,1.416,56.8,64.0,53.63758214,28.7,91.8437378,3.78
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,133,0,Europe and Central Asia,C010,14.0,18.9,6.555051347,2370000.0,56.91584174,120.2352814,67.695,21.4,629.5,0.0207,0.0,1.454,77.2,66.0,53.63758214,29.2,93.55802351,3.76
2010,CREC,Escherichia coli,Carbapenems,0.007,138,1,Europe and Central Asia,C010,15.3,20.2,6.582391597,2450000.0,53.34982952,122.2603896,67.551,22.4,444.7,0.0161,0.0,0.821,58.1,63.0,53.63758214,26.3,93.55802351,3.57
2011,CREC,Escherichia coli,Carbapenems,0.007,138,1,Europe and Central Asia,C010,13.8,18.5,6.516639026,2626000.0,51.64036945,123.9270563,67.406,24.0,532.4,0.0181,0.0,1.22,72.8,63.0,53.63758214,26.9,93.55802351,3.51
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,176,0,Europe and Central Asia,C010,14.6,19.2,6.551058835,2635000.0,53.13879255,125.1683983,67.261,25.2,733.5,0.0498,0.000289,1.809,84.8,66.0,53.63758214,25.1,93.41516637,3.46
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,162,0,Europe and Central Asia,C010,14.4,19.3,6.896210847,2626000.0,53.31784754,126.2952381,67.137,18.5,359.5,0.017,0.000336,1.232,60.5,63.0,53.63758214,23.9,93.41516637,3.41
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,153,0,Europe and Central Asia,C010,14.7,19.4,6.886956583,2558000.0,56.38588401,127.3804113,67.031,18.5,475.4,0.011,0.0,2.004,70.6,63.0,53.63758214,22.2,93.41516637,3.42
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,123,0,Europe and Central Asia,C010,14.0,18.8,6.799103742,2780000.0,56.78711161,128.4935065,66.946,17.8,519.6,0.0247,0.000577,1.895,72.4,61.0,53.63758214,26.6,93.70088066,3.42
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,149,0,Europe and Central Asia,C010,14.6,19.6,6.677999075,3286000.0,57.76526666,129.6408009,66.881,16.8,420.1,0.0101,0.000145,1.807,61.4,55.0,53.63758214,28.4,93.55802351,3.43
2017,CREC,Escherichia coli,Carbapenems,0.013,156,2,Europe and Central Asia,C010,14.3,19.1,6.658437891,3750000.0,58.11733405,130.7925325,66.836,17.7,369.3,0.0153,0.0,1.523,61.6,57.0,53.63758214,28.9,93.55802351,3.4
